Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Contact_Name__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a04P0000004SggsIAC,005P0000002j5xdIAA,,201911-01021,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuKIAX,,75 kWh,Not Invoiced,,Lanita Timberlake,,,Black Textile,,,Flare,003P000001FicfNIAR,1000,Cash,1,45000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SggtIAC,005P0000002j5xdIAA,,201911-01022,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuLIAX,1,100 kWh,Not Invoiced,,Tamika Mccaulley,,,Black Premium,,,Flare,003P000001FicfOIAR,4150,Loan,1,56500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgguIAC,005P0000002j5xdIAA,,201911-01023,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuMIAX,,100P kWh,Not Invoiced,,Arnold Salek,,,Black Premium,,,Flare,003P000001FicfPIAR,230,Cash,1,53500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SggvIAC,005P0000002j5xdIAA,,201911-01024,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuNIAX,1,100 kWh,Not Invoiced,,Jasmin Steadings,,,Light Premium,,,Flare,003P000001FicfQIAR,1000,Cash,1,56300,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SggwIAC,005P0000002j5xdIAA,,201911-01025,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuOIAX,1,75 kWh,Not Invoiced,,Chauncey Asay,,,Light Premium,,,Flare,003P000001FicfRIAR,1000,Cash,1,51500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SggxIAC,005P0000002j5xdIAA,,201911-01026,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuPIAX,1,75 kWh,Not Invoiced,1,Christene Muskus,,1,White Premium,,,Flash,003P000001FicfSIAR,130,Cash,1,63900,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SggyIAC,005P0000002j5xdIAA,,201911-01027,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuQIAX,,100P kWh,Not Invoiced,,Sacha Besemer,,,White Premium,,,Flint,003P000001FicfTIAR,130,Cash,1,44800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SggzIAC,005P0000002j5xdIAA,,201911-01028,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuRIAX,1,75 kWh,Not Invoiced,,Toby Inserra,,,Black Premium,,,Flash,003P000001FicfUIAR,130,Loan,1,62800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sgh0IAC,005P0000002j5xdIAA,,201911-01029,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuSIAX,1,100P kWh,Not Invoiced,,Shelly Majmundar,,1,Cream Premium,,,Flare,003P000001FicfVIAR,55,Cash,1,59400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sgh1IAC,005P0000002j5xdIAA,,201911-01030,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuTIAX,1,100P kWh,Not Invoiced,,Hollie Schlink,,1,Black Textile,,,Flare,003P000001FicfWIAR,55,Loan,1,59600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sgh2IAC,005P0000002j5xdIAA,,201911-01031,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuUIAX,1,75 kWh,Not Invoiced,1,Mohammad Wende,,1,Cream Premium,,,Flash,003P000001FicfXIAR,230,Cash,1,61100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sgh3IAC,005P0000002j5xdIAA,,201911-01032,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuVIAX,,100P kWh,Not Invoiced,,Kristel Chiras,,,Black Textile,,,Flare,003P000001FicfYIAR,1000,Loan,1,52000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sgh4IAC,005P0000002j5xdIAA,,201911-01033,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuWIAX,,100 kWh,Not Invoiced,,Emmaline Jestes,,1,Cream Premium,,,Flint,003P000001FicfZIAR,4150,Cash,1,43900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sgh5IAC,005P0000002j5xdIAA,,201911-01034,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuXIAX,1,100P kWh,Not Invoiced,,Johnnie Douce,,,Light Premium,,,Flint,003P000001FicfaIAB,1000,Cash,1,48300,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sgh6IAC,005P0000002j5xdIAA,,201911-01035,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuYIAX,,75 kWh,Not Invoiced,1,Johanne Shonkwiler,,1,White Premium,,,Flash,003P000001FicfbIAB,230,Cash,1,57600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sgh7IAC,005P0000002j5xdIAA,,201911-01036,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuZIAX,1,100 kWh,Not Invoiced,,Chasity Dishman,,,Black Premium,,,Flash,003P000001FicfcIAB,1000,Loan,1,66500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sgh8IAC,005P0000002j5xdIAA,,201911-01037,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuaIAH,,100 kWh,Not Invoiced,,Maisha Catalan,,1,Cream Premium,,,Flash,003P000001FicfdIAB,4150,Cash,1,62400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sgh9IAC,005P0000002j5xdIAA,,201911-01038,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJubIAH,1,100 kWh,Not Invoiced,,Timothy Gangloff,,1,Light Premium,,,Flare,003P000001FicfeIAB,130,Cash,1,57400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghAIAS,005P0000002j5xdIAA,,201911-01039,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJucIAH,,75 kWh,Not Invoiced,,Rey Kalfa,,1,Black Textile,,,Flare,003P000001FicffIAB,130,Loan,1,48900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghBIAS,005P0000002j5xdIAA,,201911-01040,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJudIAH,1,75 kWh,Not Invoiced,1,Juli Vandebogart,,1,Light Premium,,,Flash,003P000001FicfgIAB,4150,Cash,1,63900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghCIAS,005P0000002j5xdIAA,,201911-01041,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJueIAH,,75 kWh,Not Invoiced,1,Della Messan,,,Black Premium,,,Flash,003P000001FicfhIAB,0,Cash,1,55000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SghDIAS,005P0000002j5xdIAA,,201911-01042,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJufIAH,,100 kWh,Not Invoiced,,Gay Ubence,,,White Premium,,,Flare,003P000001FicfiIAB,1000,Loan,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghEIAS,005P0000002j5xdIAA,,201911-01043,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJugIAH,,100 kWh,Not Invoiced,,Geri Bargstadt,,1,Cream Premium,,,Flare,003P000001FicfjIAB,4150,Loan,1,51100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SghFIAS,005P0000002j5xdIAA,,201911-01044,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuhIAH,,75 kWh,Not Invoiced,1,Sherryl Hawkinberry,,1,Light Premium,,,Flash,003P000001FicfkIAB,1000,Cash,1,56100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghGIAS,005P0000002j5xdIAA,,201911-01045,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuiIAH,1,100P kWh,Not Invoiced,,Gemma Nowlin,,,Black Textile,,,Flash,003P000001FicflIAB,230,Cash,1,69800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghHIAS,005P0000002j5xdIAA,,201911-01046,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJujIAH,1,100 kWh,Not Invoiced,1,Ardella Nikula,,,Cream Premium,,,Flare,003P000001FicfmIAB,230,Cash,1,56500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SghIIAS,005P0000002j5xdIAA,,201911-01047,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJukIAH,,100P kWh,Not Invoiced,,Delinda Huizenga,,1,White Premium,,,Flint,003P000001FicfnIAB,230,Cash,1,45900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghJIAS,005P0000002j5xdIAA,,201911-01048,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJulIAH,1,100 kWh,Not Invoiced,,Lianne Every,,,Light Premium,,,Flare,003P000001FicfoIAB,1000,Cash,1,57800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghKIAS,005P0000002j5xdIAA,,201911-01049,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJumIAH,1,100 kWh,Not Invoiced,,Eddie Schoolcraft,,1,White Premium,,,Flare,003P000001FicfpIAB,4150,Cash,1,57600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SghLIAS,005P0000002j5xdIAA,,201911-01050,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJunIAH,1,100 kWh,Not Invoiced,,Kimi Hedge,,,Cream Premium,,,Flare,003P000001FicfqIAB,130,Loan,1,56500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SghMIAS,005P0000002j5xdIAA,,201911-01051,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuoIAH,1,75 kWh,Not Invoiced,1,Chad Bealmear,,1,White Premium,,,Flash,003P000001FicfrIAB,4150,Cash,1,61100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghNIAS,005P0000002j5xdIAA,,201911-01052,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJupIAH,,75 kWh,Not Invoiced,1,Harrison Stonebrook,,1,Light Premium,,,Flash,003P000001FicfsIAB,1000,Cash,1,56100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SghOIAS,005P0000002j5xdIAA,,201911-01053,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuqIAH,,100 kWh,Not Invoiced,,Onita Hagins,,1,White Premium,,,Flare,003P000001FicftIAB,130,Cash,1,52400,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SghPIAS,005P0000002j5xdIAA,,201911-01054,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJurIAH,,100 kWh,Not Invoiced,,Marielle Riter,,1,Cream Premium,,,Flint,003P000001FicfuIAB,0,Loan,1,43900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SghQIAS,005P0000002j5xdIAA,,201911-01055,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJusIAH,1,75 kWh,Not Invoiced,1,Neil Haddaway,,1,Cream Premium,,,Flare,003P000001FicfvIAB,130,Loan,1,52600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghRIAS,005P0000002j5xdIAA,,201911-01056,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJutIAH,1,100 kWh,Not Invoiced,,Glenn Crocitto,,1,Light Premium,,,Flash,003P000001FicfwIAB,55,Cash,1,67600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghSIAS,005P0000002j5xdIAA,,201911-01057,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuuIAH,,100 kWh,Not Invoiced,,Soo Devaney,,,Black Textile,,,Flint,003P000001FicfxIAB,230,Cash,1,41500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghTIAS,005P0000002j5xdIAA,,201911-01058,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuvIAH,1,100P kWh,Not Invoiced,,Delana Diclaudio,,,Cream Premium,,,Flint,003P000001FicfyIAB,130,Loan,1,48300,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SghUIAS,005P0000002j5xdIAA,,201911-01059,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuwIAH,,100 kWh,Not Invoiced,,Maragaret Dougan,,,Black Premium,,,Flare,003P000001FicfzIAB,230,Loan,1,50000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghVIAS,005P0000002j5xdIAA,,201911-01060,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuxIAH,,100 kWh,Not Invoiced,,Wilmer Leibee,,1,Black Textile,,,Flare,003P000001Ficg0IAB,0,Cash,1,52400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SghWIAS,005P0000002j5xdIAA,,201911-01061,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuyIAH,1,100 kWh,Not Invoiced,,Yvone Kamienski,,,Black Premium,,,Flare,003P000001Ficg1IAB,4150,Cash,1,56300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghXIAS,005P0000002j5xdIAA,,201911-01062,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJuzIAH,1,100P kWh,Not Invoiced,,Shellie Dangerfield,,,Cream Premium,,,Flash,003P000001Ficg2IAB,0,Loan,1,69800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghYIAS,005P0000002j5xdIAA,,201911-01063,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv0IAH,,100 kWh,Not Invoiced,,Lowell Neris,,1,Light Premium,,,Flint,003P000001Ficg3IAB,55,Cash,1,42600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SghZIAS,005P0000002j5xdIAA,,201911-01064,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv1IAH,1,100 kWh,Not Invoiced,,Hershel Epley,,1,Cream Premium,,,Flare,003P000001Ficg4IAB,4150,Cash,1,56100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghaIAC,005P0000002j5xdIAA,,201911-01065,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv2IAH,,75 kWh,Not Invoiced,1,Ronny Brandom,,1,Black Textile,,,Flash,003P000001Ficg5IAB,4150,Cash,1,56100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004SghbIAC,005P0000002j5xdIAA,,201911-01066,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv3IAH,,100 kWh,Not Invoiced,,Yong Roa,,1,White Premium,,,Flare,003P000001Ficg6IAB,130,Loan,1,52400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SghcIAC,005P0000002j5xdIAA,,201911-01067,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv4IAH,,75 kWh,Not Invoiced,,Tiffiny Nikula,,1,Black Textile,,,Flint,003P000001Ficg7IAB,4150,Cash,1,36100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghdIAC,005P0000002j5xdIAA,,201911-01068,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv5IAH,,100 kWh,Not Invoiced,,Carlena Gilkison,,,Black Textile,,,Flash,003P000001Ficg8IAB,130,Loan,1,62800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SgheIAC,005P0000002j5xdIAA,,201911-01069,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv6IAH,,100 kWh,Not Invoiced,,Lavern Mastalski,,,Cream Premium,,,Flash,003P000001Ficg9IAB,55,Cash,1,61300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghfIAC,005P0000002j5xdIAA,,201911-01070,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv7IAH,1,100 kWh,Not Invoiced,,Toya Coffey,,1,Black Premium,,,Flint,003P000001FicgAIAR,0,Loan,1,47600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004SghgIAC,005P0000002j5xdIAA,,201911-01071,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv8IAH,,75 kWh,Not Invoiced,1,Marita Schwind,,,Black Textile,,,Flash,003P000001FicgBIAR,55,Cash,1,55000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghhIAC,005P0000002j5xdIAA,,201911-01072,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJv9IAH,1,100 kWh,Not Invoiced,,Nora Mcnelley,,1,Cream Premium,,,Flash,003P000001FicgCIAR,130,Cash,1,67600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SghiIAC,005P0000002j5xdIAA,,201911-01073,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvAIAX,1,100 kWh,Not Invoiced,,Alisha Scherler,,1,Cream Premium,,,Flare,003P000001FicgDIAR,55,Loan,1,56100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghjIAC,005P0000002j5xdIAA,,201911-01074,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvBIAX,,75 kWh,Not Invoiced,1,Karen Roloff,,,Cream Premium,,,Flash,003P000001FicgEIAR,1000,Cash,1,56500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghkIAC,005P0000002j5xdIAA,,201911-01075,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvCIAX,1,100P kWh,Not Invoiced,,Adelle Pallan,,1,Black Textile,,,Flash,003P000001FicgFIAR,4150,Loan,1,69400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghlIAC,005P0000002j5xdIAA,,201911-01076,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvDIAX,,100 kWh,Not Invoiced,,Riley Strudwick,,1,Cream Premium,,,Flint,003P000001FicgGIAR,130,Cash,1,41100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004SghmIAC,005P0000002j5xdIAA,,201911-01077,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvEIAX,1,100P kWh,Not Invoiced,,Claris Batley,,,Light Premium,,,Flint,003P000001FicgHIAR,230,Loan,1,49800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004SghnIAC,005P0000002j5xdIAA,,201911-01078,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvFIAX,1,75 kWh,Not Invoiced,1,Carolynn Adamsen,,,White Premium,,,Flare,003P000001FicgIIAR,130,Cash,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghoIAC,005P0000002j5xdIAA,,201911-01079,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvGIAX,1,100P kWh,Not Invoiced,,Consuelo Saintlouis,,1,Cream Premium,,,Flash,003P000001FicgJIAR,1000,Cash,1,70900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghpIAC,005P0000002j5xdIAA,,201911-01080,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvHIAX,1,75 kWh,Not Invoiced,1,Kizzie Hengl,,1,Light Premium,,,Flint,003P000001FicgKIAR,230,Cash,1,43900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004SghqIAC,005P0000002j5xdIAA,,201911-01081,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:13.000+0000,,,,001P000001SUJvIIAX,,100 kWh,Not Invoiced,,Bev Geery,,1,Black Premium,,,Flare,003P000001FicgLIAR,1000,Loan,1,52600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
